📺YouTube 新聞,#genre#
MCOT HD Thailand-1, http://50.7.234.10:8278/mcot_pat/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=9ff2d6156dd0cc14b4ca6164bcec82da
Mono, http://50.7.234.10:8278/mono_pat/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=013e0510ce2ba2ae59a0e48e581ee87e
Nation, http://50.7.234.10:8278/nation_pat/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=eccdb64c35a48b72ce168716404d9fd0
Nbt, http://50.7.234.10:8278/nbt_pat/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=c8474263f61daf75f28a77ce99f0523b
New, http://50.7.234.10:8278/new_pat/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=8b66fd998215c966320eda9bd41efc68
PPTV Thailand1, http://50.7.234.10:8278/pptv_pat/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=37ac8da4aee0f694def2c78c5ad6d614
TPTV, http://50.7.234.10:8278/tptv_pat/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=a1ba3b216f68a0f3a13e8f1467417366
Thai Thai, http://50.7.234.10:8278/thaithai_pat/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=112a8923630db10620abc1b4b78c9743
Thairath, http://50.7.234.10:8278/thairath_pat/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=2352e69b7ca54e69f2213e44d9c58fad
Tnn24, http://50.7.234.10:8278/tnn24_pat/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=a70fc050ed4d6367ce2e8a9032d32a19
Workpoint, http://50.7.234.10:8278/workpoint_pat/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=570dd725220fb233e96f0db6f343778b
tpbs, http://50.7.234.10:8278/tpbs_pat/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=02b1f5a76ea56cb6b31e48398bae6dff
英國 United Kingdom,#genre#
Al-Jazeera, http://50.7.234.10:8278/aljazeera_twn/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=1b0c7d18e1a54680705295a8a2b7ab8c
Animal Planet (Eng), http://50.7.234.10:8278/AnimalPlanet/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=94dca625aeeea6bbf448e914dcf3c7f1
Axn HD, http://50.7.234.10:8278/Axn/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=f79527fea641ccb6c91085d63616d3f1
BBC 1, http://50.7.234.10:8278/bbc1_antik/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=7f052eb1c4c54c2555fd3fbf33649f54
BBC 2, http://50.7.234.10:8278/bbc2_antik/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=b871e705c1a6e854251dce37bac45adb
BBC Earth HD, http://50.7.234.10:8278/bbcearth_twn/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=5d7c241d5a31621fc4c5b127ecb3bf21
BBC Earth Lifestyle, http://50.7.234.10:8278/bbclifestyle_twn/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=14a657adcd19056ee9db41373f487f5d
BBC World News, http://50.7.234.10:8278/bbcworldnews_antik/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=0cc5be283c608e84559ad67ff5fdd449
Bloomberg News, http://50.7.234.10:8278/bloomberg_twn/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=ab3543459c0236682333c5f47b9069ac
Boomerang, http://50.7.234.10:8278/Boomerang/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=a3dbb5b0c1b0890f42b39bf1275ded65
CBBC, http://50.7.234.10:8278/cbbc_antik/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=e399528260060a3d209ffbc351bd0c72
CBeebies, http://50.7.234.10:8278/Cbeebies/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=85c2603d7a99da31057c56c957283e38
CGTN, http://50.7.234.10:8278/CGTN/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=86c5a4067ba94907edbde1f5087ad6bb
CNBC, http://50.7.234.10:8278/cnbc_twn/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=0a679d2fa9155e7b7f48c4cf4be0b105
Channel 4, http://50.7.234.10:8278/channel4_antik/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=546611e0c0bd1530613d5f93e0c565a5
DW (Deutsch), http://50.7.234.10:8278/dw_twn/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=1f60c5a2925c49741c8d4ddfece15fa2
Euronews, http://50.7.234.10:8278/euronews_antik/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=ceaae9a277cef9f3d9ed7eba1bb6a7d5
France 24, http://50.7.234.10:8278/france24_twn/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=079cd0b9592378406520b36b30657898
Freesports, http://50.7.234.10:8278/freesports_antik/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=5b1022512c0ec99c7d20a8d91b572891
HBO HD, http://50.7.234.10:8278/Hbo/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=52472e7656f4da3d460d329ea5185ad4
HGTV, http://50.7.234.10:8278/HGTV/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=5d70ff37f586c3a898559aaeebabafbb
History, http://50.7.234.10:8278/History/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=c98af23cd8f082ede0c789e47c74d8fc
Hits Movie, http://50.7.234.10:8278/Hitsmovie/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=29528ae9f3ce226d00a3081f2266786d
Kids TV, http://50.7.234.10:8278/KidsTV/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=8c2a7e4bd717717bff1f39fc3549ceee
MTV Live, http://50.7.234.10:8278/mtvhd_twn/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=6b27e7c87f40eadf4c4c59692913ae48
More4, http://50.7.234.10:8278/more4_antik/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=003ed7a367d9a68dacab7013aa69d212
NHK World, http://50.7.234.10:8278/nhkworld_japan/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=384adf87d25def383f34e76eaafdec91
NatGeo HD, http://50.7.234.10:8278/Natgeo/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=d822c8cb8d9b38d4be93511263951ba2
NatGeo Wild HD, http://50.7.234.10:8278/Natgeowild/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=b7f8be9239ef700019f9b715cfa9e6d9
Nick Jr, http://50.7.234.10:8278/Nickjr/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=b99dcf09cdd41c881b4f790db58ba709
Nickelodeon, http://50.7.234.10:8278/Nickelodeon/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=ed754f303589b4705c41507ed41dcd21
Pick TV, http://50.7.234.10:8278/picktv_antik/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=1e27c12d6c357c4723625b16c2477859
Skynews, http://50.7.234.10:8278/skynews_antik/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=2f70626bf30335a7a8ec0636a1b9825a
Skysports Arena, http://50.7.234.10:8278/tiankongarena/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=b0493a8f9e21f1a4e0baa8a8c650603f
Skysports Cricket, http://50.7.234.10:8278/tiankongcricket/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=08f37c4a71046fe3ec1e9b786022a2b3
Skysports EPL, http://50.7.234.10:8278/tiankongepl/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=c4974401b69e37bd016b9a1dc3d8cf2e
Skysports F1, http://50.7.234.10:8278/tiankongf1/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=e2dd5415e4053f52b156f017672adc7c
Skysports Football, http://50.7.234.10:8278/tiankongfootball/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=383e868c01988827b7027e1f7006ba93
Skysports Golf, http://50.7.234.10:8278/tiankonggolf/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=ac4c54573d414c879ce384284a9530b9
Skysports Main Event, http://50.7.234.10:8278/tiankongmain/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=e0e1e37a6ad92330295ec40f40240e32
Skysports News, http://50.7.234.10:8278/tiankongnews/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=f738c8088c7da5c610661ce4aa0deef3
Star Movies HD, http://50.7.234.10:8278/starmovies_raj/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=224c28bd7c9fc12c70c88c28193a6602
TLC, http://50.7.234.10:8278/Tlc/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=09c1d15b1cfad6e3883fbcd7559ba19d
Thrill, http://50.7.234.10:8278/Thrill/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=95dabf9591a6c9109f5909d09c2c2a90
Warner TV, http://50.7.234.10:8278/WarnerTV/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=6881ae5cfb0174784784e43a2d450ffe
itv 1, http://50.7.234.10:8278/itv1_antik/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=0f1d9b5ad8ec5cee2a0b4a5e7102883c
itv 2, http://50.7.234.10:8278/itv2_antik/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=78ecd2969d491dbc441a1ef2c6a5a979
越南 Vietnam,#genre#
ANTV, http://50.7.234.10:8278/viet_antv/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=6eabe7234f2646eb26f3610fb38d8967
BPTV 2, http://50.7.234.10:8278/viet_bptv2/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=e3f0541373a9749d8ec8a31ef464f98a
BRT HD, http://50.7.234.10:8278/viet_brt/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=f2cfc58cfb6205903c7e3b01a1f4d671
Ca Mau TV, http://50.7.234.10:8278/viet_camautv/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=e61566e7877868e300669690e3dbff93
Danang TV1 HD, http://50.7.234.10:8278/viet_danangtv1/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=271f4c7b22c86c941a54666a9273f0b4
Danang TV2 HD, http://50.7.234.10:8278/viet_danangtv2/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=2c956214cfdfd6899d8c52a3bd67b4c2
HBTV HD, http://50.7.234.10:8278/viet_hbtv/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=6dddcb32689d750cf2b19566aee4aede
HTV 7, http://50.7.234.10:8278/viet_htv7/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=bfd3b629ab50df5a2062263747c36438
HTV 9, http://50.7.234.10:8278/viet_htv9/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=6986206840bd4a4c12759a5b71e80d06
PTTH 1, http://50.7.234.10:8278/viet_ptth1/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=e1ce8bcf1d157b9688f7429598d79114
VTV 1, http://50.7.234.10:8278/viet_vtv1/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=1d8350ac35725d5a017c47845782cc69
VTV 7, http://50.7.234.10:8278/viet_vtv7/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=82e38b4d6052401ea13ec5b9dd0446ef
韓國 Korea,#genre#
All the Kpop, http://50.7.234.10:8278/allthekpop_korea/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=c9fba50bd2e56fa3aea1871512ee15dd
Apps TV, http://50.7.234.10:8278/appongoogle_korea/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=adf2e83eeddc9660257115e0a508059b
Arirang HD, http://50.7.234.10:8278/arirang_korea/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=4352099c5d066dffd765212069d9cccb
CBS, http://50.7.234.10:8278/cbs_korea/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=c0aac17aff8e0d4386203763a6fb0c6b
CGNTV, http://50.7.234.10:8278/cgntv_korea/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=a3271942711f6ead72d67e074b301a58
EBS 1, http://50.7.234.10:8278/ebs1_korea/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=347d0fa75ddacfaee1efb0d3350ff3bb
EBS Kids, http://50.7.234.10:8278/ebskids_korea/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=da03d0b2a481576ae227b75ff8647027
EBS Plus2, http://50.7.234.10:8278/ebsplus2_korea/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=96a9124a7549019c48bf50142c7d1da2
EBS2, http://50.7.234.10:8278/ebs2_korea/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=c896416c463a1c0af6aa338d0e0c62ae
J the Kpop, http://50.7.234.10:8278/jthekpop_korea/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=2c26ed70a69403aced7ea1082b9c966c
KBS World 24, http://50.7.234.10:8278/kbsworld24_korea/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=d81d9d23dbffe7a09f98fbfc5c02f6d9
SBS Plus, http://50.7.234.10:8278/sbsplus_korea/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=33e3d1720955572bf07e57f76d24a5f4
YTN DMB, http://50.7.234.10:8278/ytndmb_korea/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=99668f5dd5b1594c9fcaa881996763ff
YTN Korean, http://50.7.234.10:8278/ytnkorean_korea/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=4f80d9dfc42502a9be596fe92a30625d
YTN Science, http://50.7.234.10:8278/ytnscience_korea/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=9f10b996c6cff1b761756acc1d4b6bd2
YTN, http://50.7.234.10:8278/ytn_korea/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=a95cd08225fcaca9ff49a9f2de164f16
Yonhap News, http://50.7.234.10:8278/yonhapnews_korea/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=a81666e875f5af26097df7a995c67680
日本 Japan,#genre#
BS-TBS, http://50.7.234.10:8278/bstbs_japan/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=2d34671e7185d4268e9bb0f57bcbabef
BSジャパン 181, http://50.7.234.10:8278/bs181_japan/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=c52ad7ef0e7b63fb47e997481b474448
BSフジ BS Fuji, http://50.7.234.10:8278/bsfuji_japan/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=bd11d7a7806839b8d14706d32c85c7ab
CNA Japan, http://50.7.234.10:8278/cna_japan/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=3b496342708a83a0d465460dd29f16f0
JET 綜合, http://50.7.234.10:8278/jettv_japan/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=9ed70d6a35b556ce8e0fbd5b953eeb64
NHK Oaska, http://50.7.234.10:8278/nhkosaka_japan/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=5ca1c81c71e79ace5b7c8196e76b5432
NHK World, http://50.7.234.10:8278/nhkworld_japan/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=384adf87d25def383f34e76eaafdec91
NHK-E, http://50.7.234.10:8278/nhke_japan/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=2e5dd4b01db7a3c98e9ebfba7f33b5d8
NHK-総合-2, http://50.7.234.10:8278/nhkg_japan/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=4e7066eaa47a944a205736ee0b0790aa
NHKBS1, http://50.7.234.10:8278/nhkbs1_japan/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=0d23fad1bc096b360a119bb87563c389
NHKBSプレミア Premium, http://50.7.234.10:8278/nhkpremium_japan/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=7ec70050a1f201cd8bd191b66fc4da85
TOKYOMX, http://50.7.234.10:8278/tokyomx_japan/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=81907a11a99e7fefb776e2445d796a54
テレビ朝日 Asahi TV, http://50.7.234.10:8278/asahitv_japan/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=c6227a396e000562d1e8e81bfcefc4ef
テレビ東京 Tokyo TV, http://50.7.234.10:8278/tokyotv_japan/playlist.m3u8?tid=mc904040857e96&ct=11536746212&tsum=3fa393cfae1cf42fc87bf9908e944841












-------------10046------------------

👇君赢天下|台港際👇,#genre#

Rob Yang,https://a.b/c.m3u8

港奧頻道,#genre#
28 AI 智慧賽馬,http://aktv.top/AKTV/live/aktv/28ai/AKTV.m3u8
28ai賽馬AKtv,http://aktv.top/AKTV/live/aktv/28ai/AKTV.m3u8
Astr劇集頻道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
Hoy 78,http://aktv.top/AKTV/live/aktv/hoy78/AKTV.m3u8
myTV SUPER 18台,http://aktv.top/AKTV/live/aktv/mytvsuper18/AKTV.m3u8
Now星影台,http://aktv.top/AKTV/live/aktv/now/AKTV.m3u8
Now星影頻道,http://205.185.123.236:8899/1/now/stream.m3u8
Plus即時頻道,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
Plus綜合,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
Plus綜合肆柒,P2p://147.135.39.171:9906/65fd6048000be8b2a085bc4d061c504d﻿
ROCK Action,http://aktv.top/AKTV/live/aktv/rockaction/AKTV.m3u8
RTHK-31頻陸,p3p://108.181.32.169:45940/64101f330006ab429853d45f7940453b
RTHK-32頻陸,p3p://108.181.32.169:45940/641020b00001b8599859a360613572d7
RTHK-33頻道,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK-34頻道,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK-35頻道,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
TVB Plus,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
TVBJ1綜合美,http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8
TVB亞洲劇集,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
TVB新聞,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
TVB新聞頻美,http://aktv.top/AKTV/live/aktv/null-20/AKTV.m3u8
TVB明珠,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8
TVB明珠劇集,http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8
TVB星河,http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe
TVB星河,http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe
TVB星河台,http://aktv.top/AKTV/live/aktv/tvb/AKTV.m3u8
TVB翡翠,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
TVB翡翠,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
TVB翡翠,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
TVB翡翠劇集,http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8
TVB賽馬,http://aktv.top/AKTV/live/aktv/mytvsuper18/AKTV.m3u8
中天新聞,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
中天新聞,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
中天新聞,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
中天新聞肆柒,P2p://147.135.39.171:9906/66b0b26c0009271c5cff97de758b22d0
中天新聞頻道,p2p://142.54.189.229:3456/64de52a70006e20d01b906297b7d0f95.ts
亞洲衛視,https://p2hs.vzan.com/slowlive/821481626725612417/live.m3u8
亞洲衛視,https://p2hs.vzan.com/slowlive/821481626725612417/live.m3u8
鳳凰中文,http://203.205.220.174:80/qctv.fengshows.cn/live/0701pcc72.m3u8
鳳凰中文,http://203.205.220.174:80/qctv.fengshows.cn/live/0701pcc72.m3u8
鳳凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
鳳凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
鳳凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
鳳凰衛視頻道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
鳳凰資訊,http://203.205.220.174:80/qctv.fengshows.cn/live/0701pin72.m3u8
鳳凰資訊,http://203.205.220.174:80/qctv.fengshows.cn/live/0701pin72.m3u8
鳳凰資訊,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
鳳凰資訊,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
鳳凰資訊,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
鳳凰資訊頻道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
鳳凰香港,http://203.205.220.174:80/qctv.fengshows.cn/live/0701phk72.m3u8
鳳凰香港,http://203.205.220.174:80/qctv.fengshows.cn/live/0701phk72.m3u8
鳳凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
鳳凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
鳳凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
千禧經典頻道,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbclassic
千禧經典頻道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
家庭影院頻道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=chcjtyy
無線J1美AKtv,http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8
無線亞劇AKtv,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
無線功夫頻道,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
無線華麗頻粵,http://v2h.jdshipin.com/jade2/jade.stream/chunklist_w100.m3u8
無線華麗頻道,http://cdn9.1689.us.kg/smt1.1.php?id=Tvbjade
無線華麗頻道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
無線華麗頻道,http://php.jdshipin.com/smt.php?id=Tvbjade
無線新美AKtv,http://aktv.top/AKTV/live/aktv/null-20/AKTV.m3u8
無線新聞,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
無線新聞(北美),http://aktv.top/AKTV/live/aktv/null-20/AKTV.m3u8
無線新聞,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
無線新聞肆柒,P2p://147.135.39.171:9906/665fe3b70003d98a2157b5c1769244d0
無線新聞頻道,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
無線新聞頻道,http://cdn9.1689.us.kg/smt1.1.php?id=inews_twn
無線新聞頻道,http://zsntlqj.xicp.net:8896/bysid/83.m3u8
無線明劇AKtv,http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8
無線明珠,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8
無線星河頻國,http://205.185.123.236:8899/tvb/xinghe/stream.m3u8
無線星河頻粵,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8
無線星河頻道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
無線星河頻道,http://php.jdshipin.com/smt.php?id=Xinhe
無線生活頻道,http://205.185.123.236:8899/tvb/Finance/stream.m3u8
無線生活頻道,http://v2h.jdshipin.com/finance2/finance2.stream/chunklist_w102.m3u8
無線經典AKtv,http://aktv.top/AKTV/live/aktv/null-15/AKTV.m3u8
無線翡劇AKtv,http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8
無線翡翠,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
無線翡翠肆柒,P2p://147.135.39.171:9906/66e6d974000126e3308846c86ed76d6e
無線翡翠頻道,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
無線翡翠頻道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
無線翡翠頻道,http://php.jdshipin.com/smt.php?id=jade_twn
無線賽馬,http://aktv.top/AKTV/live/aktv/mytvsuper18/AKTV.m3u8
日本全天新聞,http://aktv.top/AKTV/live/aktv/null-13/AKTV.m3u8
明珠劇集台(北美),http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8
明珠台,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8
星空衛視頻道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
有線新聞,http://aktv.top/AKTV/live/aktv/hoy78/AKTV.m3u8
澳視澳門頻道,http://grandprix2023.asuscomm.com:8891/bysid/91.m3u8
澳視葡語頻道,http://grandprix2023.asuscomm.com:8891/bysid/92.m3u8
澳門mac頻道,http://grandprix2023.asuscomm.com:8891/bysid/96.m3u8
澳門蓮花頻道,http://php.jdshipin.com:8880/amlh.php
爆穀台,http://aktv.top/AKTV/live/aktv/null-14/AKTV.m3u8
美亞電影,http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
美亞電影台(HK),http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
翡翠劇集台(北美),http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8
翡翠台,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
翡翠台(泰國),http://aktv.top/AKTV/live/aktv/null-16/AKTV.m3u8
翡翠綜合台(北美),http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8
蓮花衛視,http://php.jdshipin.com:8880/amlh.php
蓮花衛視,http://php.jdshipin.com:8880/amlh.php
重溫經典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
香港_C_頻道,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
香港衛視頻道,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8?$官源
香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8?$官源
香港面包頻道,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
黃金翡翠AKtv,http://aktv.top/AKTV/live/aktv/null-21/AKTV.m3u8
黃金翡翠台,http://aktv.top/AKTV/live/aktv/null-21/AKTV.m3u8
台灣頻道,#genre#
amc電影頻英,http://61.221.215.25:8800/hls/43/index.m3u8
amc電影頻英,http://61.221.215.25:8800/hls/43/index.m3u8
ASC搜索頻英,http://61.221.215.25:8800/hls/50/index.m3u8
ASC搜索頻英,http://61.221.215.25:8800/hls/50/index.m3u8
Diso綜合頻英,http://61.221.215.25:8800/hls/1/index.m3u8
Diso綜合頻英,http://61.221.215.25:8800/hls/1/index.m3u8
ELEVEN1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2,rtmp://f13h.mine.nu/sat/tv741
ELEVEN2,rtmp://f13h.mine.nu/sat/tv741
momotv,rtmp://f13h.mine.nu/sat/tv761
momoTV頻特,rtmp://f13h.mine.nu/sat/tv761
MoMo親子國,http://37.27.111.214:8080/live/3/hls.m3u8
MoMo親子國,http://37.27.111.214:8080/live/3/hls.m3u8
MoMo綜合,rtmp://f13h.mine.nu/sat/tv761
MoMo綜合,rtmp://f13h.mine.nu/sat/tv761
Nick動畫頻壹,http://37.27.111.214:8080/live/12/hls.m3u8
Nick動畫頻壹,http://37.27.111.214:8080/live/12/hls.m3u8
Nick動畫頻貳,http://37.27.111.214:8080/live/22/hls.m3u8
Nick動畫頻貳,http://37.27.111.214:8080/live/22/hls.m3u8
